,Election,CandidateID,CandidateName,Date,Name,ContributerType,BoroughName,City,State,ZipCode,ContributionState,Amount,MatchAmt,PrevAmt,PayMethod,TotalAmount
0,2017,326,"de Blasio, Bill",2017-09-09,1199/SEIU NYS Pol. Action Fund,Political Action Committee,Manhattan,New York,NY,10108.0,,4950.0,0.0,0.0,Check,4950.0
1,2017,326,"de Blasio, Bill",2016-07-08,32BJ United ADF,Political Action Committee,Manhattan,New York,NY,10011.0,,2500.0,0.0,0.0,Check,2500.0
2,2017,326,"de Blasio, Bill",2017-01-11,32BJ United ADF,Political Action Committee,Manhattan,New York,NY,10011.0,,2450.0,0.0,2500.0,Check,4950.0
3,2017,326,"de Blasio, Bill",2017-09-11,ACEC New York City PAC,Political Action Committee,Manhattan,New York,NY,10018.0,,4950.0,0.0,0.0,Check,4950.0
4,2017,326,"de Blasio, Bill",2017-08-07,AFSCME DC 1707 PAC,Political Action Committee,Manhattan,New York,NY,10013.0,,500.0,0.0,0.0,Check,500.0
5,2017,326,"de Blasio, Bill",2017-10-25,AFSCME DC 1707 PAC,Political Action Committee,Manhattan,New York,NY,10013.0,,3000.0,0.0,500.0,Check,3500.0
6,2017,326,"de Blasio, Bill",2017-11-08,AFSCME International,Labor Union,Other,Washington,DC,20036.0,,4950.0,0.0,0.0,Check,4950.0
7,2017,326,"de Blasio, Bill",2017-01-06,AFSCME Local 1407,Labor Union,Manhattan,New York,NY,10007.0,,1000.0,0.0,0.0,Check,1000.0
8,2017,326,"de Blasio, Bill",2017-11-15,AFT Michigan,Labor Union,Other,Detroit,MI,48207.0,,1000.0,0.0,0.0,Check,1000.0
9,2017,326,"de Blasio, Bill",2017-10-20,Amalgamated Transit Union Loca,Labor Union,Queens,Queens Village,NY,11428.0,,2500.0,0.0,0.0,Check,2500.0
10,2017,326,"de Blasio, Bill",2016-07-11,American Federation of Teacher,Labor Union,Other,Washington,DC,20001.0,,4950.0,0.0,0.0,Check,4950.0
11,2017,2084,"Bashner, Richard S",2017-06-12,Article the Fifth Trust uwo Ar,Other,Other,Yonkers,NY,10705.0,,2500.0,0.0,0.0,Check,2500.0
